Equipment_id,Timestamp,Engine_temp,oil_pressure,Hydraulic_pressure,Operating_hours,Vibrations,Tool_wear,Fuel_rate,Ambient_temp,Terrain_type,Failure_event
FCWBT443,2024-12-01,703,2.073530716,311,1423,46.2,186,6.243180329,302.4,"""alluvial""",0
FCWBT444,2024-12-01,1101,4.602752889,311,1548,38.4,188,10.6136807,302.5,"""marshy""",1
FCWBT445,2024-12-01,426,3.569801097,311,1563,35.6,190,4.567844304,302.5,"""plain""",1
FCWBT446,2024-12-01,522,3.139345275,311,1573,36.5,193,14.24186261,302.4,"""paved""",1
FCWBT447,2024-12-01,993,3.313214097,311.1,1432,44.5,195,4.123148709,302.4,"""paved""",1
FCWBT448,2024-12-01,915,3.164552065,311.1,1638,32,198,3.901303351,302.5,"""sandy_wet""",0
FCWBT449,2024-12-01,537,2.861938228,311.1,1571,34.2,201,4.276592348,302.5,"""sandy_wet""",1
FCWBT450,2024-12-01,1000,2.737609237,311,2211,15.4,203,7.050306008,302.4,"""alluvial""",0
FCWBT451,2024-12-01,987,2.665617253,311,1555,40.6,205,4.018005614,302.4,"""alluvial""",1
FCWBT452,2024-12-01,893,2.505120892,310.9,1558,31.9,207,7.59750384,302.3,"""plain""",0
FCWBT453,2024-12-01,471,2.530021373,310.9,1523,43.2,210,3.791860559,302.3,"""plain""",0
FCWBT454,2024-12-01,683,2.910010647,310.8,1723,26.3,213,7.905773807,302.3,"""mixed""",1
FCWBT455,2024-12-01,1172,4.851064985,310.8,1721,28.4,215,7.367410934,302.3,"""marshy""",0
FCWBT456,2024-12-01,809,2.591069325,310.9,1710,30.4,218,5.564854821,302.3,"""paved""",1
FCWBT457,2024-12-01,764,3.609384029,310.9,1627,32.3,0,4.686886885,302.3,"""sandy_wet""",0
FCWBT458,2024-12-01,662,2.131410776,310.8,1422,47,3,4.169163745,302.2,"""alluvial""",1
FCWBT459,2024-12-01,897,3.296502643,310.8,1565,35.3,6,7.349044044,302.1,,1
FCWBT460,2024-12-01,989,4.851196068,310.7,1314,52.8,8,2.451701299,302.1,"""rocky""",0
FCWBT461,2024-12-01,1224,4.150099559,310.6,1392,60.5,10,11.16516592,302,"""rocky""",0
FCWBT462,2024-12-01,605,4.711969905,310.7,1465,40.7,13,6.2284919,302.1,"""sandy""",1
FCWBT463,2024-12-01,392,1.067202883,310.6,1573,36.6,15,4.4381476,301.9,"""plain""",0
FCWBT464,2024-12-01,974,2.60718293,310.7,2157,17.8,17,7.942000431,302,"""mixed""",0
FCWBT465,2024-12-01,416,4.270899676,310.7,1370,50.3,20,9.021574364,301.9,"""mixed""",1
FCWBT466,2024-12-01,951,4.15267031,310.6,1462,38.8,22,3.55181744,301.9,"""marshy""",0
FCWBT467,2024-12-01,1233,1.69845623,310.6,1479,40.5,24,3.332888927,302,"""plain""",0
FCWBT468,2024-12-01,696,2.954537828,310.7,1717,26.8,27,5.683195766,301.9,"""sandy-wet""",0
FCWBT469,2024-12-01,997,4.72331742,310.6,1260,65.9,29,7.927075498,301.9,"""alluvial""",1
FCWBT470,2024-12-01,948,3.592772248,310.6,1467,39.3,32,4.4850678,301.9,"""marshy""",0
FCWBT471,2024-12-01,587,4.001578776,310.6,1535,38.6,34,4.423441839,302,"""plain""",1
FCWBT472,2024-12-01,936,3.427558586,310.7,1657,31.9,37,15.0326079,302,"""paved""",0
FCWBT473,2024-12-01,651,2.623162762,310.7,1698,28.1,39,4.817873871,302,"""paved""",1
FCWBT474,2024-12-01,847,2.279101589,310.7,1359,49.3,41,4.835873112,302.1,"""sandy_wet""",1
FCWBT475,2024-12-01,293,2.758090865,310.8,1596,37.1,43,7.187317083,302.1,"""sandy_wet""",1
FCWBT476,2024-12-01,665,3.964155301,310.8,1383,46.9,45,7.047879602,302.2,"""alluvial""",0
FCWBT477,2024-12-01,773,0.079414876,310.8,2203,16.6,47,7.711044662,302.2,"""alluvial""",1
FCWBT478,2024-12-01,977,1.790913346,310.8,1408,46.8,49,6.910742215,302.2,"""plain""",1
FCWBT479,2024-12-01,1255,2.944011557,310.8,1673,32.9,52,5.148304739,302.2,"""rocky""",1
FCWBT480,2024-12-01,532,2.410805507,310.8,1340,47.8,54,6.849752424,302.2,"""rocky""",1
FCWBT481,2024-12-01,1164,2.223517766,310.9,1452,42.3,56,12.91754252,302.2,"""sandy""",0
FCWBT482,2024-12-01,789,4.223840555,310.9,1302,53.4,58,4.999893407,302.2,"""plain""",0
FCWBT483,2024-12-01,1154,2.841819897,310.9,1522,35.9,61,11.432736,302.2,"""mixed""",1
FCWBT484,2024-12-01,640,3.987720802,310.8,1438,41.4,66,4.946250705,302.2,"""mixed""",1
FCWBT485,2024-12-01,1089,2.733999923,310.9,1604,40.5,68,1.470962331,302.2,"""marshy""",1
FCWBT486,2024-12-01,500,5.071684569,311,1832,23.2,70,5.575785661,302.2,"""plain""",0
FCWBT487,2024-12-01,1063,4.159509188,311,1521,34.8,72,3.473125554,302.3,"""sandy-wet""",0
FCWBT488,2024-12-01,605,3.893942135,311,1446,37.6,75,5.298075405,302.3,"""alluvial""",1
FCWBT489,2024-12-01,943,2.678407903,311.1,1905,20.9,77,3.210403461,302.4,"""marshy""",0
FCWBT490,2024-12-01,668,3.987768689,311,1475,47.9,79,4.025198238,302.4,"""plain""",1
FCWBT491,2024-12-01,610,3.950713253,311,1462,48.5,81,6.62504665,302.4,"""paved""",0
FCWBT492,2024-12-01,778,3.408461999,310.9,1435,42.3,83,5.349920947,302.4,"""paved""",1
FCWBT493,2024-12-01,1068,1.949168475,310.9,1469,39.6,86,8.7694112,302.4,"""sandy_wet""",1
FCWBT494,2024-12-01,597,4.146547142,311.1,1520,43,88,9.55642271,302.6,"""sandy_wet""",0
FCWBT495,2024-12-01,569,3.311828888,311,1537,35.5,91,19.13726344,302.6,"""alluvial""",1
FCWBT496,2024-12-01,1255,2.181808067,311,1369,60,93,4.596858874,302.6,"""alluvial""",1
FCWBT497,2024-12-01,493,2.655479255,311,1506,37.2,95,7.227278153,302.6,"""plain""",1
FCWBT498,2024-12-01,833,2.50541818,310.9,1330,56.9,97,6.895159366,302.5,"""plain""",0
FCWBT499,2024-12-01,1133,5.368960549,311,1660,38,99,4.890677979,302.6,"""mixed""",0
FCWBT500,2024-12-01,932,2.623902244,310.9,1356,55.5,101,4.50065193,302.5,"""marshy""",0
FCWBT501,2024-12-01,556,2.998604102,311,1438,51,106,4.563472103,302.6,"""paved""",1
FCWBT502,2024-12-01,823,3.832036819,311,1329,48.6,111,15.9517108,302.6,"""sandy_wet""",0
FCWBT503,2024-12-01,1050,2.581890618,311,1284,68,114,8.289362794,302.6,"""alluvial""",1
FCWBT504,2024-12-01,769,2.335418451,311,1387,52.1,116,2.276762834,302.5,"""rocky""",0
FCWBT505,2024-12-01,1527,4.783457642,311,1591,33.9,119,7.089201542,302.6,"""rocky""",0
FCWBT506,2024-12-01,738,2.955369673,311,1589,39,122,4.64138703,302.6,"""sandy""",1
FCWBT507,2024-12-01,404,3.713587241,311.1,1297,60.7,125,11.10170752,302.7,"""plain""",1
FCWBT508,2024-12-01,349,3.472092882,311.2,1545,35.1,128,5.540342528,302.7,"""mixed""",1
FCWBT509,2024-12-01,487,2.730183276,311.1,1418,43.4,130,6.292672943,302.7,"""mixed""",1
FCWBT510,2024-12-01,645,2.828503877,311.1,1730,28.1,135,10.47814797,302.7,"""marshy""",1
FCWBT511,2024-12-01,1052,3.541472809,311,2001,20.7,137,7.530830046,302.6,"""plain""",1
FCWBT512,2024-12-01,861,3.162280618,311,1620,36.2,139,7.095230189,302.6,"""sandy-wet""",0
FCWBT513,2024-12-01,1150,4.341194856,311,1542,39.7,141,4.74795037,302.6,"""alluvial""",1
FCWBT514,2024-12-01,688,1.909406948,311,1424,38,144,5.671501619,302.6,"""marshy""",1
FCWBT515,2024-12-01,825,2.529120024,311.1,1440,39.5,146,7.939442395,302.7,"""plain""",1
FCWBT516,2024-12-01,904,3.613505903,311,1520,42.8,148,7.880539356,302.6,"""paved""",1
FCWBT517,2024-12-01,514,3.68056592,311,1694,29.8,150,3.942024085,302.7,"""paved""",0
FCWBT518,2024-12-01,589,4.210041396,311,1610,39.2,152,7.744948146,302.6,"""sandy_wet""",0
FCWBT519,2024-12-01,568,1.969896254,310.9,1331,52,154,4.389638587,302.6,"""sandy_wet""",1
FCWBT520,2024-12-01,534,2.561033036,310.8,1470,41.2,156,6.918310471,302.6,"""alluvial""",0
FCWBT521,2024-12-01,487,2.759549004,310.8,1577,36.9,158,6.252220171,302.5,"""alluvial""",1
FCWBT522,2024-12-01,1527,2.245156327,310.8,1486,36.4,160,8.491618123,302.6,"""plain""",1
FCWBT523,2024-12-01,1217,4.44490672,310.6,1445,40.3,162,6.283068047,302.4,"""rocky""",1
FCWBT524,2024-12-01,1018,4.689677225,310.5,1500,36.7,164,3.451074662,302.4,"""rocky""",0
FCWBT525,2024-12-01,855,2.13431829,310.4,1456,47.5,167,3.553043548,302.2,"""sandy""",0
FCWBT526,2024-12-01,979,2.295214111,310.4,1743,28.1,170,6.927124091,302.2,"""plain""",0
FCWBT527,2024-12-01,521,2.766828615,310.1,1409,50.4,172,5.449742669,302,"""mixed""",1
FCWBT528,2024-12-01,698,2.661339132,310.1,1361,45.4,174,13.02602304,302,"""mixed""",1
FCWBT529,2024-12-01,527,4.627385887,310.1,1753,28.9,176,7.942128147,302.1,"""marshy""",0
FCWBT530,2024-12-01,769,3.47870215,310,1832,22.9,178,7.094709382,302,"""plain""",1
FCWBT531,2024-12-01,607,2.516349736,309.9,1374,48.5,180,6.733671827,301.9,"""sandy-wet""",1
FCWBT532,2024-12-01,995,2.981005708,309.9,1334,61,182,10.05644082,301.8,"""alluvial""",0
FCWBT533,2024-12-01,610,2.968701714,310,1493,40.3,185,6.679252083,301.8,"""marshy""",1
FCWBT534,2024-12-01,793,3.994755397,309.9,1317,49,187,9.465000104,301.7,"""plain""",1
FCWBT535,2024-12-01,789,2.659699125,309.9,1434,47.9,189,6.62027882,301.7,"""paved""",0
FCWBT536,2024-12-01,641,2.75489194,309.9,1457,39.2,192,6.721810341,301.7,"""paved""",0
FCWBT537,2024-12-01,1142,3.413186967,310,1391,50.6,195,4.413021017,301.7,"""sandy_wet""",0
FCWBT538,2024-12-01,731,4.08660317,310,1781,23.9,198,6.764889807,301.8,"""sandy_wet""",0
FCWBT539,2024-12-01,571,2.563235967,310,1642,32.6,201,6.159266613,301.8,"""alluvial""",0
FCWBT540,2024-12-01,625,5.618394192,310,2032,19,203,6.188778205,301.8,"""alluvial""",1
FCGCD01,2024-12-01,1260,3.074940475,310.1,2372,13.9,205,5.396675674,301.8,"""plain""",1
FCGCD02,2024-12-01,424,3.047965177,310,1393,44.9,208,7.695796997,301.8,"""plain""",1
FCGCD03,2024-12-01,450,2.15328421,310.1,1743,27.3,210,5.144072805,301.7,"""mixed""",1
FCGCD04,2024-12-01,1127,3.738754596,310.2,1457,40.4,213,6.751236164,301.8,"""marshy""",0
FCGCD05,2024-12-01,872,1.324946112,310.2,2825,5.8,215,12.43856,301.8,"""paved""",0
FCGCD06,2024-12-01,1463,2.796106193,310.2,1609,34.2,217,9.633088687,301.8,"""sandy_wet""",0
FCGCD07,2024-12-01,894,5.039302653,310.2,1437,42.3,0,4.381845333,301.8,"""alluvial""",1
FCGCD08,2024-12-01,673,2.987647441,310.1,1402,50.1,3,5.220756242,301.7,"""rocky""",1
FCGCD09,2024-12-01,504,2.237784081,310.1,1644,34.6,5,1.030726394,301.7,"""rocky""",1
FCGCD10,2024-12-01,733,3.143355118,310.2,1471,51.1,8,5.343387137,301.7,"""paved""",0
FCGCD11,2024-12-01,500,3.260307257,310.1,2695,12.6,10,6.391518778,301.7,"""rocky""",1
FCGCD12,2024-12-01,850,4.303569952,310.2,1435,48.1,12,7.850785689,301.7,"""rocky""",1
FCGCD13,2024-12-01,832,3.166196628,310.1,1694,26.3,14,7.245494227,301.6,"""sandy""",0
FCGCD14,2024-12-01,419,2.36058395,310.1,1687,26.6,16,12.88803235,301.6,"""plain""",1
FCGCD15,2024-12-01,665,3.534302541,310,1869,22.9,18,2.038869673,301.6,"""mixed""",0
FCGCD16,2024-12-01,735,2.522967499,309.9,1259,63.9,20,1.792307183,301.4,"""mixed""",1
FCGCD17,2024-12-01,561,3.350547684,309.9,1460,47.2,22,7.178991628,301.4,"""marshy""",1
FCGCD18,2024-12-01,997,2.09740984,309.9,1501,39.5,27,8.141458219,301.3,"""plain""",0
FCGCD19,2024-12-01,793,1.71428865,310,1776,25.6,30,8.141169012,301.4,"""sandy-wet""",0
FCGCD20,2024-12-01,753,2.003098579,310.1,1468,40.8,32,9.155218815,301.5,"""alluvial""",1
FCGCD21,2024-12-01,528,1.751937954,310.1,1430,46.5,35,6.896169021,301.5,"""marshy""",1
FCGCD22,2024-12-01,376,2.418556129,310.1,1502,46.6,37,7.033204464,301.4,"""plain""",1
FCGCD23,2024-12-01,752,1.911456982,310.1,1623,32.3,39,5.17874546,301.4,"""paved""",1
FCGCD24,2024-12-01,892,3.598466675,310,1651,29.8,44,8.75671942,301.4,"""paved""",0
FCGCD25,2024-12-01,579,5.074313477,310.1,1639,33.4,47,7.013821459,301.5,"""sandy_wet""",1
FCGCD26,2024-12-01,451,3.783163393,310,1417,44.6,49,12.68095674,301.5,"""sandy_wet""",1
FCGCD27,2024-12-01,523,3.752009813,310.1,1541,42.2,52,5.065293722,301.5,"""alluvial""",1
FCGCD28,2024-12-01,1107,1.968473375,310.2,1411,45.1,54,6.700951549,301.6,"""alluvial""",0
FCGCD29,2024-12-01,376,3.170598153,310.3,1397,44.6,57,6.241885705,301.7,"""plain""",1
FCGCD30,2024-12-01,571,2.538042477,310.2,1686,28.9,59,5.814133967,301.7,"""rocky""",1
FCGCD31,2024-12-01,779,1.799528665,310.1,1431,44,61,8.492453666,301.7,"""rocky""",1
FCGCD32,2024-12-01,929,3.236417514,310.3,1341,50.5,64,4.826405555,301.8,"""sandy""",1
FCGCD33,2024-12-01,557,2.638732567,310.2,1486,43,66,10.88401752,301.7,"""plain""",0
FCGCD34,2024-12-01,976,4.382339044,310.2,1384,57.1,68,7.029355479,301.6,"""mixed""",0
FCGCD35,2024-12-01,762,3.629248359,310.1,1362,55.8,70,10.39714645,301.6,"""mixed""",1
FCGCD36,2024-12-01,1099,3.953133292,310.1,1660,29.3,72,2.743934336,301.7,"""marshy""",0
FCGCD37,2024-12-01,607,5.563680837,310.1,1326,48.2,77,9.538330395,301.6,"""plain""",1
FCGCD38,2024-12-01,609,3.558614497,310,1566,30.3,79,6.447666352,301.6,"""sandy-wet""",1
FCGCD39,2024-12-01,1029,4.429306316,309.8,1549,38.5,81,5.316232168,301.5,"""alluvial""",0
FCGCD40,2024-12-01,653,4.06073824,309.9,1746,31.1,83,5.55021153,301.6,"""marshy""",1
FCGCD41,2024-12-01,1106,2.17560559,309.9,1452,41.5,86,10.02655187,301.7,"""plain""",1
FCGCD42,2024-12-01,654,2.242218502,309.8,1588,33.9,89,10.54892277,301.6,"""paved""",1
FCGCD43,2024-12-01,758,2.1104037,309.8,1472,42.5,91,10.37284309,301.6,"""paved""",1
FCGCD44,2024-12-01,1067,4.271277897,309.9,1607,37.7,93,9.98910222,301.7,"""sandy_wet""",0
FCGCD45,2024-12-01,752,3.711775569,309.9,1423,53.6,95,7.07955809,301.6,"""sandy_wet""",0
FCGCD46,2024-12-01,84,3.830491098,309.9,1440,43.4,100,4.907142035,301.6,"""alluvial""",1
FCGCD47,2024-12-01,1031,3.661497794,309.9,1397,43.7,102,5.276286688,301.6,"""alluvial""",0
FCGCD48,2024-12-01,696,2.994315877,309.9,1524,46.6,104,11.69920749,301.7,"""plain""",0
FCGCD49,2024-12-01,659,2.183832223,309.9,1533,40.9,106,13.80996039,301.7,"""plain""",1
FCGCD50,2024-12-01,739,2.38877094,309.8,1398,46,109,2.731933739,301.7,"""mixed""",1
FCGCD51,2024-12-01,544,3.727217226,309.8,1284,68.2,111,5.910865713,301.7,"""marshy""",1
FCGCD52,2024-12-01,1015,2.300942432,309.8,1491,39.3,114,6.354831126,301.7,"""paved""",0
FCGCD53,2024-12-01,540,4.777614403,309.9,1418,51.3,116,7.532229359,301.8,"""sandy_wet""",1
FCGCD54,2024-12-01,656,3.0219618,309.8,1546,39.8,121,4.477484426,301.8,"""alluvial""",1
FCGCD55,2024-12-01,790,3.524930928,309.7,1598,30.4,124,1.757091757,301.8,"""rocky""",1
FCGCD56,2024-12-01,702,3.977847612,309.8,1724,27.5,126,7.037400542,301.9,"""rocky""",1
FCGCD57,2024-12-01,1075,2.610836834,309.8,1507,44.7,131,13.53049864,301.9,"""sandy""",1
FCGCD58,2024-12-01,648,2.823250613,309.7,1595,31.4,133,7.993921383,301.9,"""plain""",1
FCGCD59,2024-12-01,839,4.390387792,309.7,1568,37.5,135,8.390220043,301.9,"""mixed""",1
FCGCD60,2024-12-01,1333,4.35959856,309.6,1432,43.7,138,6.778024727,301.8,"""mixed""",1
FCGCD61,2024-12-01,663,1.762984054,309.7,1424,42.8,140,18.20161034,301.9,"""marshy""",1
FCGCD62,2024-12-01,773,4.369374961,309.7,1386,62.7,142,6.720365399,302,"""plain""",1
FCGCD63,2024-12-01,619,3.78363758,309.8,1456,58.1,145,6.541624455,302,"""sandy-wet""",0
FCGCD64,2024-12-01,752,4.000927544,309.8,1280,57.3,147,2.951897854,302,"""alluvial""",1
FCGCD65,2024-12-01,871,1.999191823,309.8,1649,31,152,6.902580267,302,"""marshy""",0
FCGCD66,2024-12-01,715,4.176602855,309.9,1407,52.8,154,4.209701746,302,"""plain""",0
FCGCD67,2024-12-01,755,2.677096269,309.9,1606,34.5,156,0.198997685,302,"""paved""",1
FCGCD68,2024-12-01,806,3.451883745,310,1531,38,161,7.449341483,302.1,"""paved""",1
FCGCD69,2024-12-01,778,2.295601044,310.1,1543,35.8,164,4.974129405,302.1,"""sandy_wet""",1
FCGCD70,2024-12-01,817,3.614201676,310.1,1379,48.2,166,6.770237731,302.1,"""sandy_wet""",1
FCGCD71,2024-12-01,789,5.171283267,310.1,1447,46.6,169,4.929811682,302.1,"""alluvial""",1
FCGCD72,2024-12-01,650,3.169027313,310.1,1844,24.6,171,7.147442201,302.1,"""alluvial""",1
FCGCD73,2024-12-01,504,2.65251983,310.1,1615,29.9,176,5.5729628,302.1,"""plain""",1
FCGCD74,2024-12-01,1139,3.651272349,310,1449,48.8,181,4.0658457,302,"""rocky""",1
FCGCD75,2024-12-01,451,4.122765261,309.9,1388,51.4,183,8.572146159,302,"""rocky""",1
FCGCD76,2024-12-01,694,3.916867977,309.9,1447,42.8,185,6.720672457,302,"""sandy""",1
FCGCD77,2024-12-01,764,3.698045118,310,1664,28.6,190,5.483376438,302,"""plain""",0
FCGCD78,2024-12-01,1333,2.651271963,309.9,1735,27.2,192,11.894453,302,"""mixed""",0
FCGCD79,2024-12-01,772,3.914004843,309.9,1308,57.6,197,6.709133798,302,"""mixed""",1
FCGCD80,2024-12-01,890,2.623852447,309.8,1480,40,199,11.8042144,302,"""marshy""",1
FCGCD81,2024-12-01,802,3.403790333,309.6,1439,41.7,201,9.789271647,301.9,"""plain""",0
FCGCD82,2024-12-01,641,2.213302649,309.7,1533,35.9,204,6.676801048,301.9,"""sandy-wet""",1
FCGCD83,2024-12-01,385,4.117580641,309.7,1551,34.8,207,4.896443494,302,"""alluvial""",1
FCGCD84,2024-12-01,684,3.976750422,309.7,1414,36.3,209,6.059777093,302,"""marshy""",1
FCGCD85,2024-12-01,995,4.503760066,309.6,1551,34.6,211,3.708454734,301.9,"""plain""",0
FCGCD86,2024-12-01,637,3.376539991,309.6,1436,49,214,4.409463337,301.8,"""paved""",1
FCGCD87,2024-12-01,388,2.661658328,309.6,1385,45.8,217,5.714024977,301.9,"""paved""",1
FCGCD88,2024-12-01,562,5.124418472,309.5,1732,30.1,220,8.006499544,301.8,"""sandy_wet""",1
FCGCD89,2024-12-01,775,2.911978304,309.6,1410,49,223,7.49174545,301.9,"""sandy_wet""",1
FCGCD90,2024-12-01,903,4.730106834,309.6,1446,43.2,225,6.540654213,301.9,"""alluvial""",0
FCGCD91,2024-12-01,641,2.14986696,309.5,1525,39.6,227,8.429317964,301.8,"""alluvial""",1
FCGCD92,2024-12-01,575,2.789660246,309.5,1298,65.5,229,8.161787156,301.7,"""plain""",0
FCGCD93,2024-12-01,142,5.409825964,309.6,1443,42.7,231,12.13455611,301.8,"""plain""",1
FCGCD94,2024-12-01,382,5.148218584,309.7,1442,45.3,233,16.21390097,301.8,"""mixed""",1
FCGCD95,2024-12-01,987,4.069378117,309.7,1719,31.9,0,5.558637538,301.9,"""marshy""",0
FCGCD96,2024-12-01,841,2.141367834,309.8,1532,39.4,2,4.033708653,302,"""paved""",1
FCGCD97,2024-12-01,884,2.691185923,309.8,1701,27.2,4,4.754847732,302,"""sandy_wet""",1
FCGCD98,2024-12-01,749,3.991954355,310,1355,45.1,6,6.843784076,302.1,"""alluvial""",1
FCGCD99,2024-12-01,608,3.834954942,310.1,1421,45.4,9,11.48250882,302.2,,0
FCGCD100,2024-12-01,513,2.18360262,310.1,1368,51.6,12,7.841675983,302.2,"""rocky""",1
FCGCD101,2024-12-01,444,4.607143433,310.1,1458,45.1,15,18.75155795,302.2,"""rocky""",1
FCGCD102,2024-12-01,494,3.199042637,310.1,1572,34.6,17,7.258445967,302.2,"""sandy""",1
FCGCD103,2024-12-01,753,1.038820239,310,1483,48.7,20,6.422805156,302.2,"""plain""",1
FCGCD104,2024-12-01,562,3.604561955,310.1,1513,40.4,22,5.295139364,302.3,"""mixed""",0
FCGCD105,2024-12-01,520,3.774516361,310.1,1383,42.9,24,5.642450506,302.3,"""mixed""",1
FCGCD106,2024-12-01,826,3.338057776,310.2,1539,37.7,29,11.36952314,302.4,"""marshy""",1
FCGCD107,2024-12-01,556,2.310758656,310.1,1563,37.8,31,7.801166195,302.3,"""plain""",1
FCGCD108,2024-12-01,804,1.922464213,310.1,1653,29.7,34,3.879553942,302.3,"""sandy-wet""",1
FCGCD109,2024-12-01,851,2.834627869,310.1,1353,50.9,36,7.398348786,302.3,"""alluvial""",1
FCGCD110,2024-12-01,685,5.05741508,310,1468,43.6,38,8.182721917,302.2,"""marshy""",1
FCGCD111,2024-12-01,1484,2.855495735,310.2,1506,33.8,43,5.571666127,302.3,"""plain""",0
FCGCD112,2024-12-01,937,1.836402371,310.1,1388,49.9,48,9.586010704,302.3,"""paved""",1
FCGCD113,2024-12-01,1265,4.800364981,310.2,1485,45.9,50,4.29458787,302.4,"""paved""",0
FCGCD114,2024-12-01,1011,4.008674775,310.2,1331,45.5,53,6.765438721,302.4,"""sandy_wet""",1
FCGCD115,2024-12-01,879,3.211083234,310.3,1326,58.5,55,3.584065932,302.5,"""sandy_wet""",0
FCGCD116,2024-12-01,655,2.554797774,310.2,1394,55.4,57,6.774412819,302.3,"""alluvial""",0
FCGCD117,2024-12-01,1609,1.862264926,310.1,2009,18.9,59,6.707680174,302.4,"""alluvial""",0
FCGCD118,2024-12-01,1391,2.921863322,310.1,1358,54.6,61,12.85025866,302.4,"""plain""",0
FCGCD119,2024-12-01,539,5.443996806,310.2,1586,32.2,64,7.826101916,302.5,"""rocky""",1
FCGCD120,2024-12-01,605,3.470679035,310.3,1688,31.6,66,7.196470112,302.5,"""rocky""",1
FCGCD121,2024-12-01,448,2.396444237,310.5,1450,43.2,68,5.813575048,302.6,"""sandy""",0
FCGCD122,2024-12-01,795,2.572092179,310.5,1398,47.3,70,5.037558872,302.7,"""plain""",1
FCGCD123,2024-12-01,941,4.755857413,310.5,1520,39.3,73,8.640693912,302.7,"""mixed""",0
FCGCD124,2024-12-01,905,2.149873661,310.4,1514,42.7,75,3.545246569,302.6,"""mixed""",0
FCGCD125,2024-12-01,1143,3.180435983,310.4,1532,36.1,77,5.244079487,302.6,"""marshy""",0
FCGCD126,2024-12-01,569,3.944100593,310.4,1365,66.8,80,4.631262635,302.6,"""plain""",1
FCGCD127,2024-12-01,741,2.937159113,310.3,1642,33.2,82,3.350310672,302.6,"""sandy-wet""",1
FCGCD128,2024-12-01,684,4.003913872,310.2,2676,10.8,84,6.246988519,302.6,"""alluvial""",1
FCGCD129,2024-12-01,964,5.855496256,310.2,1873,21.3,87,7.271608125,302.6,"""marshy""",1
FCGCD130,2024-12-01,345,0.464348933,310.2,1325,62.4,92,6.262424156,302.6,"""plain""",1
FCGCD131,2024-12-01,582,4.065168604,310.2,2157,17.2,94,7.951637841,302.6,"""paved""",1
FCGCD132,2024-12-01,1047,5.177415705,310.2,1563,39,97,6.511096988,302.6,"""paved""",0
FCGCD133,2024-12-01,814,1.305559137,310.2,1631,31,100,4.714444248,302.6,"""sandy_wet""",1
FCGCD134,2024-12-01,812,2.003692537,310.2,1547,36.9,103,6.798785932,302.5,"""sandy_wet""",1
FCGCD135,2024-12-01,684,4.013145777,310.3,1479,40.4,105,11.78362135,302.6,"""alluvial""",1
FCGCD136,2024-12-01,842,4.913434999,310.1,1379,48.9,107,5.264223658,302.4,"""alluvial""",1
FCGCD137,2024-12-01,946,3.582308804,310.1,1906,21.2,110,4.839519497,302.4,"""plain""",0
FCGCD138,2024-12-01,1633,2.417280683,310.1,1731,33.4,112,6.701425069,302.3,"""plain""",0
FCGCD139,2024-12-01,809,4.193358477,310.1,1688,30.4,115,16.4248639,302.3,"""mixed""",1
FCGCD140,2024-12-01,1631,3.112975018,310.2,1443,54.6,120,7.142689236,302.3,"""marshy""",1
FCGCD141,2024-12-01,453,3.079324621,310.2,1445,46.4,125,8.347690739,302.4,"""paved""",1
FCGCD142,2024-12-01,1355,3.557352569,310.2,1435,44.9,127,6.338127016,302.4,"""sandy_wet""",0
FCGCD143,2024-12-01,544,3.28452958,310.1,1556,32.9,132,3.715492424,302.4,"""alluvial""",0
FCGCD144,2024-12-01,529,5.22272633,310.1,1321,52.7,134,9.278491883,302.3,"""rocky""",1
FCGCD145,2024-12-01,691,4.375961989,310.1,1577,35.8,136,4.628115632,302.4,"""rocky""",1
FCGCD146,2024-12-01,792,3.106944189,310.2,1578,31.2,139,3.706822102,302.4,"""sandy""",0
FCGCD147,2024-12-01,988,0.884351767,310.1,1418,52.3,141,5.922840354,302.4,"""plain""",1
FCGCD148,2024-12-01,523,2.971650932,310.2,1392,55.8,143,6.760780352,302.4,"""mixed""",1
FCGCD149,2024-12-01,815,2.072035977,310.3,1446,44,146,7.648950397,302.5,"""mixed""",1
FCGCD150,2024-12-01,766,4.573954754,310.2,1329,50.6,148,5.78106048,302.5,"""marshy""",1
FCGCD151,2024-12-01,792,5.08071897,310.2,1563,34.8,150,4.008715028,302.5,"""plain""",0
FCGCD152,2024-12-01,1764,4.640251118,310.3,1405,57.4,152,5.994038013,302.5,"""sandy-wet""",0
FCGCD153,2024-12-01,428,4.060237721,310.2,2224,16,154,8.646865952,302.4,"""alluvial""",1
FCGCD154,2024-12-01,949,2.833090344,310.2,1716,29.9,156,7.489267356,302.5,"""marshy""",0
FCGCD155,2024-12-01,511,2.752671688,310.3,1584,35.5,158,4.138588843,302.5,"""plain""",1
FCGCD156,2024-12-01,686,2.185153961,310.3,1488,41.8,160,5.748858865,302.5,"""paved""",1
FCGCD157,2024-12-01,932,4.616114486,310.3,1374,51.2,163,4.902440772,302.4,"""paved""",0
FCGCD158,2024-12-01,542,3.649898932,310.3,1378,54.3,165,3.789291155,302.4,"""sandy_wet""",0
FCGCD159,2024-12-01,826,4.17188704,310.3,1551,37.3,168,5.341571217,302.5,"""sandy_wet""",0
FCGCD160,2024-12-01,677,2.415978689,310.3,1549,40.9,170,8.379633241,302.5,"""alluvial""",1
FCGCD161,2024-12-01,1157,4.39180093,310.3,1447,39.2,172,6.209489474,302.5,"""alluvial""",1
